round_end_reason,ct_equip_val,t_equip_val,type_buy_ct,type_buy_t,score_ct,score_t,bomb_plant
BombDefused,30600,25200,Full Buy,Full Buy,14,15,True
BombDefused,30550,27750,Full Buy,Full Buy,15,15,True
TWin,32050,28050,Full Buy,Full Buy,15,16,True
TWin,29750,27150,Full Buy,Full Buy,15,17,True
CTWin,29350,25600,Full Buy,Full Buy,17,16,False
TWin,26200,29100,Full Buy,Full Buy,17,17,True
CTWin,30500,25100,Full Buy,Full Buy,18,17,False
TWin,29750,25600,Full Buy,Full Buy,18,18,True
CTWin,31650,26700,Full Buy,Full Buy,19,18,False
BombDefused,29750,25300,Full Buy,Full Buy,20,18,True
CTWin,30700,25200,Full Buy,Full Buy,18,21,False
CTWin,27350,33800,Full Buy,Full Buy,19,21,False
TWin,30250,28050,Full Buy,Full Buy,19,22,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,10150,1000,Half Buy,Eco,1,0,False
CTWin,4300,4950,Eco,Eco,2,0,False
TargetBombed,22150,1900,Full Buy,Eco,2,1,True
TWin,25550,22450,Full Buy,Full Buy,2,2,True
TWin,22700,24850,Full Buy,Full Buy,2,3,False
TargetBombed,1200,27350,Eco,Full Buy,2,4,True
TargetBombed,23750,26650,Full Buy,Full Buy,2,5,True
TWin,10400,27250,Half Buy,Full Buy,2,6,False
CTWin,27650,27250,Full Buy,Full Buy,3,6,False
TargetBombed,24600,27150,Full Buy,Full Buy,3,7,True
TargetBombed,29500,27250,Full Buy,Full Buy,3,8,True
CTWin,30000,26850,Full Buy,Full Buy,8,4,False
BombDefused,27150,31300,Full Buy,Full Buy,9,4,True
TWin,4400,4250,Eco,Eco,9,5,False
TargetBombed,23900,12400,Full Buy,Half Buy,9,6,True
TargetBombed,9450,23100,Force Buy,Full Buy,9,7,True
TWin,7450,24500,Force Buy,Full Buy,9,8,True
TargetBombed,24300,27350,Full Buy,Full Buy,9,9,True
CTWin,5800,27850,Force Buy,Full Buy,10,9,False
TargetBombed,29100,28350,Full Buy,Full Buy,10,10,True
TWin,29300,27050,Full Buy,Full Buy,10,11,True
TWin,29250,27450,Full Buy,Full Buy,10,12,False
TWin,23100,27650,Full Buy,Full Buy,10,13,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
,0,0,,,0,0,False
BombDefused,2500,1000,Eco,Eco,1,0,True
CTWin,4200,4550,Eco,Eco,2,0,False
CTWin,22400,14750,Full Buy,Half Buy,3,0,False
TargetBombed,24050,2000,Full Buy,Eco,3,1,True
TargetSaved,28900,26650,Full Buy,Full Buy,4,1,False
TWin,29400,26950,Full Buy,Full Buy,4,2,True
TWin,29300,22850,Full Buy,Full Buy,4,3,False
CTWin,3600,24400,Eco,Full Buy,5,3,False
TWin,25500,25100,Full Buy,Full Buy,5,4,True
TWin,23200,20500,Full Buy,Full Buy,5,5,True
TWin,10050,26000,Half Buy,Full Buy,5,6,False
CTWin,1700,23950,Eco,Full Buy,6,6,False
BombDefused,28350,23600,Full Buy,Full Buy,7,6,True
TargetBombed,4100,4200,Eco,Eco,7,7,True
TargetBombed,22000,14100,Full Buy,Half Buy,7,8,True
TargetBombed,14500,26000,Half Buy,Full Buy,7,9,True
TargetBombed,4300,27300,Eco,Full Buy,7,10,True
TWin,24650,27300,Full Buy,Full Buy,7,11,True
TargetSaved,14850,29150,Half Buy,Full Buy,8,11,False
TWin,27350,28950,Full Buy,Full Buy,8,12,True
TWin,28250,27600,Full Buy,Full Buy,8,13,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
,0,0,,,0,0,False
TWin,5000,1000,Force Buy,Eco,0,1,True
TargetBombed,4600,4700,Eco,Eco,0,2,True
BombDefused,1000,19500,Eco,Half Buy,1,2,True
TargetBombed,25400,23350,Full Buy,Full Buy,1,3,True
TargetBombed,29050,16000,Full Buy,Half Buy,1,4,True
TWin,28100,25200,Full Buy,Full Buy,1,5,True
TWin,21350,27250,Full Buy,Full Buy,1,6,True
TWin,7300,27450,Force Buy,Full Buy,1,7,True
CTWin,28150,27650,Full Buy,Full Buy,2,7,False
TWin,22400,25300,Full Buy,Full Buy,2,8,False
TWin,25000,21400,Full Buy,Full Buy,2,9,True
TWin,22800,25300,Full Buy,Full Buy,10,2,True
TWin,28150,19500,Full Buy,Half Buy,10,3,False
TWin,4200,4250,Eco,Eco,10,4,False
TWin,2450,19850,Eco,Half Buy,10,5,True
TWin,23200,21150,Full Buy,Full Buy,10,6,True
TargetBombed,6150,25300,Force Buy,Full Buy,10,7,True
TargetBombed,28200,27850,Full Buy,Full Buy,10,8,True
CTWin,22700,28250,Full Buy,Full Buy,11,8,False
CTWin,28950,27950,Full Buy,Full Buy,12,8,False
BombDefused,28650,27150,Full Buy,Full Buy,13,8,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,4700,1000,Eco,Eco,1,0,False
TargetSaved,4200,4700,Eco,Eco,2,0,False
TargetBombed,20700,3200,Full Buy,Eco,2,1,True
TargetBombed,26300,19450,Full Buy,Half Buy,2,2,True
TWin,18800,25200,Half Buy,Full Buy,2,3,True
BombDefused,8400,25300,Force Buy,Full Buy,3,3,True
TargetBombed,26100,27250,Full Buy,Full Buy,3,4,True
CTWin,29200,25050,Full Buy,Full Buy,4,4,False
BombDefused,12400,26750,Half Buy,Full Buy,5,4,True
CTWin,31250,19750,Full Buy,Half Buy,6,4,False
TWin,30250,3650,Full Buy,Eco,6,5,True
TWin,30650,24300,Full Buy,Full Buy,6,6,True
BombDefused,23050,29000,Full Buy,Full Buy,7,6,True
TWin,4350,4600,Eco,Eco,7,7,True
TargetBombed,22600,14400,Full Buy,Half Buy,7,8,True
TargetBombed,9500,25200,Force Buy,Full Buy,7,9,True
TargetSaved,6050,24600,Force Buy,Full Buy,8,9,True
TWin,25400,27650,Full Buy,Full Buy,8,10,True
TargetBombed,27150,24150,Full Buy,Full Buy,8,11,True
TWin,3350,27150,Eco,Full Buy,8,12,True
TWin,26350,27650,Full Buy,Full Buy,8,13,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,1000,5800,Eco,Force Buy,1,0,False
CTWin,4300,4300,Eco,Eco,2,0,False
CTWin,22050,1200,Full Buy,Eco,3,0,False
CTWin,24750,22400,Full Buy,Full Buy,4,0,False
TWin,27600,5050,Full Buy,Force Buy,4,1,False
TWin,30050,26850,Full Buy,Full Buy,4,2,True
TargetBombed,21450,27450,Full Buy,Full Buy,4,3,True
CTWin,1600,25800,Eco,Full Buy,5,3,False
TargetBombed,23750,27550,Full Buy,Full Buy,5,4,True
CTWin,25950,26450,Full Buy,Full Buy,6,4,False
CTWin,7300,26150,Force Buy,Full Buy,7,4,False
CTWin,30450,10600,Full Buy,Half Buy,4,8,False
TWin,7850,32250,Force Buy,Full Buy,4,9,True
BombDefused,4250,4250,Eco,Eco,5,9,True
TargetSaved,11050,20800,Half Buy,Full Buy,6,9,False
CTWin,26000,11200,Full Buy,Half Buy,7,9,False
BombDefused,28550,5800,Full Buy,Force Buy,8,9,True
TWin,30150,20500,Full Buy,Full Buy,8,10,True
CTWin,30550,11000,Full Buy,Half Buy,9,10,False
CTWin,29000,25500,Full Buy,Full Buy,10,10,False
TWin,29500,7700,Full Buy,Force Buy,10,11,True
BombDefused,29450,25450,Full Buy,Full Buy,11,11,True
TargetBombed,28000,27050,Full Buy,Full Buy,11,12,True
TWin,23650,22750,Full Buy,Full Buy,11,13,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,1000,5300,Eco,Force Buy,1,0,False
CTWin,4250,4250,Eco,Eco,2,0,False
CTWin,21450,1500,Full Buy,Eco,3,0,False
BombDefused,26000,12000,Full Buy,Half Buy,4,0,True
CTWin,28750,25300,Full Buy,Full Buy,5,0,False
TWin,29450,13800,Full Buy,Half Buy,5,1,False
TargetBombed,29500,25200,Full Buy,Full Buy,5,2,True
TargetBombed,25550,27550,Full Buy,Full Buy,5,3,True
TWin,20400,27250,Full Buy,Full Buy,5,4,True
CTWin,13450,27550,Half Buy,Full Buy,6,4,False
BombDefused,27500,27650,Full Buy,Full Buy,7,4,True
TWin,25350,25700,Full Buy,Full Buy,5,7,True
TWin,30300,28650,Full Buy,Full Buy,5,8,False
TWin,4200,4200,Eco,Eco,5,9,False
TWin,11700,18600,Half Buy,Half Buy,5,10,True
CTWin,3000,21150,Eco,Full Buy,6,10,False
TargetSaved,25650,21850,Full Buy,Full Buy,7,10,False
TargetSaved,29050,27350,Full Buy,Full Buy,8,10,True
TargetBombed,30050,16250,Full Buy,Half Buy,8,11,True
TargetBombed,28500,7000,Full Buy,Force Buy,8,12,True
TWin,10650,24900,Half Buy,Full Buy,8,13,False
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,1000,10650,Eco,Half Buy,1,0,False
CTWin,4500,4550,Eco,Eco,2,0,False
TargetBombed,21500,1500,Full Buy,Eco,2,1,True
CTWin,26500,22900,Full Buy,Full Buy,3,1,False
CTWin,21400,25200,Full Buy,Full Buy,4,1,False
TWin,28150,6450,Full Buy,Force Buy,4,2,True
TWin,28350,22500,Full Buy,Full Buy,4,3,True
TWin,29150,26600,Full Buy,Full Buy,4,4,True
TWin,6600,27150,Force Buy,Full Buy,4,5,False
TargetBombed,23200,27750,Full Buy,Full Buy,4,6,True
TargetBombed,7050,27750,Force Buy,Full Buy,4,7,True
TargetBombed,28200,27950,Full Buy,Full Buy,8,4,True
TWin,28650,25350,Full Buy,Full Buy,8,5,False
TWin,4400,4750,Eco,Eco,8,6,False
CTWin,1700,20000,Eco,Full Buy,9,6,False
CTWin,23850,24500,Full Buy,Full Buy,10,6,False
CTWin,25850,18400,Full Buy,Half Buy,11,6,False
TWin,28950,1000,Full Buy,Eco,11,7,True
CTWin,29050,22600,Full Buy,Full Buy,12,7,False
CTWin,28300,20400,Full Buy,Full Buy,13,7,False
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,4700,Eco,Eco,0,1,True
TWin,3400,4650,Eco,Eco,0,2,False
TWin,2000,20400,Eco,Full Buy,0,3,True
TargetBombed,23000,24000,Full Buy,Full Buy,0,4,True
TargetBombed,6400,24500,Force Buy,Full Buy,0,5,True
CTWin,29000,27450,Full Buy,Full Buy,1,5,False
CTWin,28850,20400,Full Buy,Full Buy,2,5,False
CTWin,28850,24650,Full Buy,Full Buy,3,5,False
CTWin,29250,1500,Full Buy,Eco,4,5,False
CTWin,29750,23000,Full Buy,Full Buy,5,5,False
BombDefused,29750,6100,Full Buy,Force Buy,6,5,True
CTWin,31250,24700,Full Buy,Full Buy,5,7,False
BombDefused,22500,31750,Full Buy,Full Buy,6,7,True
CTWin,4000,4350,Eco,Eco,7,7,False
CTWin,23400,14500,Full Buy,Half Buy,8,7,False
CTWin,28650,3000,Full Buy,Eco,9,7,False
CTWin,29600,24800,Full Buy,Full Buy,10,7,False
CTWin,29700,9400,Full Buy,Force Buy,11,7,False
TargetBombed,30300,26850,Full Buy,Full Buy,11,8,True
TargetSaved,31250,9950,Full Buy,Force Buy,12,8,False
TWin,30800,24800,Full Buy,Full Buy,12,9,False
TargetBombed,30950,18950,Full Buy,Half Buy,12,10,True
TargetBombed,9750,24500,Force Buy,Full Buy,12,11,True
CTWin,27350,25800,Full Buy,Full Buy,13,11,False
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
BombDefused,7500,4900,Force Buy,Eco,1,0,True
TWin,4200,4650,Eco,Eco,1,1,True
TWin,18850,14800,Half Buy,Half Buy,1,2,False
TWin,8650,26750,Force Buy,Full Buy,1,3,False
TargetSaved,1900,27000,Eco,Full Buy,2,3,False
BombDefused,25400,27450,Full Buy,Full Buy,3,3,True
BombDefused,24450,20850,Full Buy,Full Buy,4,3,True
TargetBombed,29800,2600,Full Buy,Eco,4,4,True
CTWin,31250,25400,Full Buy,Full Buy,5,4,False
CTWin,29550,22200,Full Buy,Full Buy,6,4,False
TWin,24650,1200,Full Buy,Eco,6,5,True
TWin,28100,23600,Full Buy,Full Buy,6,6,False
TWin,22200,16600,Full Buy,Half Buy,6,7,False
TargetBombed,4000,4600,Eco,Eco,6,8,True
CTWin,1500,19100,Eco,Half Buy,7,8,False
TargetSaved,24550,23250,Full Buy,Full Buy,8,8,False
CTWin,27100,17250,Full Buy,Half Buy,9,8,False
CTWin,27450,5800,Full Buy,Force Buy,10,8,False
BombDefused,27750,20600,Full Buy,Full Buy,11,8,True
TargetBombed,29750,5350,Full Buy,Force Buy,11,9,True
TWin,30250,27750,Full Buy,Full Buy,11,10,True
TargetSaved,29550,27750,Full Buy,Full Buy,12,10,True
TargetBombed,28250,27850,Full Buy,Full Buy,12,11,True
CTWin,29750,27550,Full Buy,Full Buy,13,11,False
CTWin,0,0,Eco,Eco,2,0,False
CTWin,23150,13650,Full Buy,Half Buy,3,0,False
TargetSaved,25800,3050,Full Buy,Eco,4,0,False
CTWin,30000,24600,Full Buy,Full Buy,5,0,False
CTWin,29300,15900,Full Buy,Half Buy,6,0,False
TWin,30950,22400,Full Buy,Full Buy,6,1,True
CTWin,32100,8950,Full Buy,Force Buy,7,1,False
TargetBombed,29700,27450,Full Buy,Full Buy,7,2,True
TWin,29600,23050,Full Buy,Full Buy,7,3,False
TWin,25950,26950,Full Buy,Full Buy,7,4,True
CTWin,1000,25500,Eco,Full Buy,4,8,False
CTWin,28450,25450,Full Buy,Full Buy,5,8,False
CTWin,4250,4400,Eco,Eco,6,8,False
TWin,21650,3200,Full Buy,Eco,6,9,True
BombDefused,26200,20850,Full Buy,Full Buy,7,9,True
TargetSaved,20200,23250,Full Buy,Full Buy,8,9,False
TargetSaved,25300,9500,Full Buy,Force Buy,9,9,False
CTWin,26650,24900,Full Buy,Full Buy,10,9,False
CTWin,28750,9650,Full Buy,Force Buy,11,9,False
TargetBombed,29700,26900,Full Buy,Full Buy,11,10,True
TargetBombed,27100,18250,Full Buy,Half Buy,11,11,True
TWin,28900,24400,Full Buy,Full Buy,11,12,True
TWin,22950,23500,Full Buy,Full Buy,11,13,True
TWin,0,0,Eco,Eco,0,0,False
,0,0,,,0,0,False
BombDefused,3250,3250,Eco,Eco,1,0,True
BombDefused,4400,4750,Eco,Eco,2,0,True
TargetBombed,23050,2850,Full Buy,Eco,2,1,True
BombDefused,27300,24500,Full Buy,Full Buy,3,1,True
CTWin,25400,25600,Full Buy,Full Buy,4,1,False
BombDefused,28100,27350,Full Buy,Full Buy,5,1,True
TWin,28750,7650,Full Buy,Force Buy,5,2,True
TWin,28900,25500,Full Buy,Full Buy,5,3,True
CTWin,3150,27450,Eco,Full Buy,6,3,False
CTWin,23650,28250,Full Buy,Full Buy,7,3,False
CTWin,28900,25200,Full Buy,Full Buy,8,3,False
CTWin,26350,24550,Full Buy,Full Buy,3,9,False
TWin,16050,31500,Half Buy,Full Buy,3,10,True
TWin,4200,4300,Eco,Eco,3,11,False
TWin,11950,17850,Half Buy,Half Buy,3,12,True
TWin,14000,21700,Half Buy,Full Buy,3,13,False
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
BombDefused,1500,9400,Eco,Force Buy,1,0,True
TargetBombed,4300,4550,Eco,Eco,1,1,True
BombDefused,20650,15650,Full Buy,Half Buy,2,1,True
TargetBombed,15500,22850,Half Buy,Full Buy,2,2,True
CTWin,24950,17250,Full Buy,Half Buy,3,2,False
CTWin,20800,23950,Full Buy,Full Buy,4,2,False
CTWin,27900,20550,Full Buy,Full Buy,5,2,False
TargetBombed,27350,1000,Full Buy,Eco,5,3,True
TargetBombed,29950,23300,Full Buy,Full Buy,5,4,True
CTWin,29400,24900,Full Buy,Full Buy,6,4,False
TWin,26400,25300,Full Buy,Full Buy,6,5,True
CTWin,29100,22100,Full Buy,Full Buy,5,7,False
TargetBombed,26000,17100,Full Buy,Half Buy,5,8,True
BombDefused,4250,4300,Eco,Eco,6,8,True
CTWin,13000,20100,Half Buy,Full Buy,7,8,False
TWin,24950,1800,Full Buy,Eco,7,9,True
BombDefused,25450,21400,Full Buy,Full Buy,8,9,True
BombDefused,26600,24700,Full Buy,Full Buy,9,9,True
BombDefused,28100,5600,Full Buy,Force Buy,10,9,True
TargetBombed,29300,22600,Full Buy,Full Buy,10,10,True
TargetBombed,29200,17200,Full Buy,Half Buy,10,11,True
TWin,16750,27950,Half Buy,Full Buy,10,12,True
TWin,21000,27750,Full Buy,Full Buy,10,13,False
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TargetBombed,4700,1000,Eco,Eco,0,1,True
CTWin,4750,3550,Eco,Eco,1,1,False
CTWin,13300,20000,Half Buy,Full Buy,2,1,False
CTWin,26600,8150,Full Buy,Force Buy,3,1,False
CTWin,24650,1600,Full Buy,Eco,4,1,False
CTWin,30550,21900,Full Buy,Full Buy,5,1,False
TargetSaved,30550,7700,Full Buy,Force Buy,6,1,False
CTWin,30400,25150,Full Buy,Full Buy,7,1,False
CTWin,30650,20450,Full Buy,Full Buy,8,1,False
TargetSaved,30550,10550,Full Buy,Half Buy,9,1,False
CTWin,31050,25300,Full Buy,Full Buy,10,1,False
TWin,31450,21700,Full Buy,Full Buy,2,10,False
TargetBombed,17950,31450,Half Buy,Full Buy,2,11,True
TargetBombed,4250,4450,Eco,Eco,2,12,True
TWin,13800,19650,Half Buy,Half Buy,2,13,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TargetBombed,3900,5200,Eco,Force Buy,0,1,True
TargetBombed,4650,5150,Eco,Force Buy,0,2,True
TargetBombed,10650,21100,Half Buy,Full Buy,0,3,True
TargetBombed,10000,22850,Half Buy,Full Buy,0,4,True
CTWin,27650,23150,Full Buy,Full Buy,1,4,False
TargetBombed,28350,25700,Full Buy,Full Buy,1,5,True
BombDefused,29200,25400,Full Buy,Full Buy,2,5,True
CTWin,28800,22350,Full Buy,Full Buy,3,5,False
CTWin,30350,23100,Full Buy,Full Buy,4,5,False
TWin,29850,1500,Full Buy,Eco,4,6,True
TargetBombed,29850,23000,Full Buy,Full Buy,4,7,True
BombDefused,29950,23700,Full Buy,Full Buy,7,5,True
BombDefused,29550,31650,Full Buy,Full Buy,8,5,True
CTWin,4200,4650,Eco,Eco,9,5,False
CTWin,22200,14350,Full Buy,Half Buy,10,5,False
TargetSaved,26800,4200,Full Buy,Eco,11,5,False
CTWin,28600,25000,Full Buy,Full Buy,12,5,False
CTWin,30050,19950,Full Buy,Half Buy,13,5,False
CTWin,0,0,Eco,Eco,3,3,False
CTWin,29650,15400,Full Buy,Half Buy,4,3,False
CTWin,29250,1500,Full Buy,Eco,5,3,False
TWin,30050,22800,Full Buy,Full Buy,5,4,True
TargetBombed,29650,6600,Full Buy,Force Buy,5,5,True
TWin,25350,28950,Full Buy,Full Buy,5,6,True
TWin,18650,28250,Half Buy,Full Buy,7,5,True
TWin,28350,12350,Full Buy,Half Buy,7,6,True
TargetBombed,4050,4200,Eco,Eco,7,7,True
TargetBombed,1650,20550,Eco,Full Buy,7,8,True
TWin,23850,23050,Full Buy,Full Buy,7,9,True
CTWin,11600,25700,Half Buy,Full Buy,8,9,False
BombDefused,25950,25600,Full Buy,Full Buy,9,9,True
TWin,27800,25100,Full Buy,Full Buy,9,10,True
CTWin,26350,7150,Full Buy,Force Buy,10,10,False
TargetBombed,8150,28650,Force Buy,Full Buy,10,11,True
CTWin,29350,22150,Full Buy,Full Buy,11,11,False
TWin,27700,27850,Full Buy,Full Buy,11,12,True
TWin,29250,21550,Full Buy,Full Buy,11,13,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,1000,Eco,Eco,0,1,True
TWin,4250,4400,Eco,Eco,0,2,False
TargetBombed,1500,19550,Eco,Half Buy,0,3,True
TWin,23500,22850,Full Buy,Full Buy,0,4,True
TWin,11350,22700,Half Buy,Full Buy,0,5,True
CTWin,27700,25800,Full Buy,Full Buy,1,5,False
TargetBombed,23850,25100,Full Buy,Full Buy,1,6,True
BombDefused,22350,19550,Full Buy,Half Buy,2,6,True
CTWin,11100,24500,Half Buy,Full Buy,3,6,False
CTWin,29300,21150,Full Buy,Full Buy,4,6,False
BombDefused,25150,1500,Full Buy,Eco,5,6,True
CTWin,30850,22700,Full Buy,Full Buy,6,6,False
CTWin,19450,32350,Half Buy,Full Buy,7,6,False
BombDefused,4300,4000,Eco,Eco,8,6,True
TargetBombed,22600,1500,Full Buy,Eco,8,7,True
CTWin,28650,20000,Full Buy,Full Buy,9,7,False
CTWin,21650,25100,Full Buy,Full Buy,10,7,False
CTWin,24800,14650,Full Buy,Half Buy,11,7,False
CTWin,29850,2500,Full Buy,Eco,12,7,False
BombDefused,31150,24600,Full Buy,Full Buy,13,7,True
,0,0,,,0,0,False
CTWin,0,0,Eco,Eco,1,0,False
BombDefused,4100,4350,Eco,Eco,2,0,True
TargetBombed,20750,11300,Full Buy,Half Buy,2,1,True
CTWin,21300,21200,Full Buy,Full Buy,3,1,False
TargetBombed,17900,24250,Half Buy,Full Buy,3,2,True
TWin,29350,20900,Full Buy,Full Buy,3,3,False
TWin,25400,23750,Full Buy,Full Buy,3,4,True
BombDefused,2450,25700,Eco,Full Buy,4,4,True
TargetBombed,22150,25700,Full Buy,Full Buy,4,5,True
TWin,28550,25200,Full Buy,Full Buy,4,6,True
TargetBombed,23550,25100,Full Buy,Full Buy,4,7,True
BombDefused,3250,24250,Eco,Full Buy,7,5,True
TWin,28950,28000,Full Buy,Full Buy,7,6,True
TWin,4750,3600,Eco,Eco,7,7,True
TWin,10650,20750,Half Buy,Full Buy,7,8,True
BombDefused,1300,23350,Eco,Full Buy,8,8,True
TargetSaved,28500,26450,Full Buy,Full Buy,9,8,False
TargetSaved,29500,26550,Full Buy,Full Buy,10,8,False
CTWin,29900,13350,Full Buy,Half Buy,11,8,False
CTWin,30750,20350,Full Buy,Full Buy,12,8,False
TWin,29100,8600,Full Buy,Force Buy,12,9,True
TWin,30350,26250,Full Buy,Full Buy,12,10,True
TargetBombed,28750,23350,Full Buy,Full Buy,12,11,True
TWin,6500,22450,Force Buy,Full Buy,12,12,True
TargetBombed,22550,29050,Full Buy,Full Buy,12,13,True
TWin,28350,27450,Full Buy,Full Buy,12,14,True
BombDefused,28750,27450,Full Buy,Full Buy,14,13,True
TargetBombed,29350,26200,Full Buy,Full Buy,14,14,True
TargetBombed,30350,27450,Full Buy,Full Buy,14,15,True
CTWin,28900,27750,Full Buy,Full Buy,15,15,False
TargetBombed,25800,29350,Full Buy,Full Buy,15,16,True
BombDefused,28600,27750,Full Buy,Full Buy,16,16,True
CTWin,28750,27950,Full Buy,Full Buy,16,17,False
TWin,28750,30050,Full Buy,Full Buy,16,18,True
TWin,29150,27650,Full Buy,Full Buy,16,19,True
,0,0,,,0,0,False
TargetBombed,200,200,Eco,Eco,0,1,True
TargetBombed,4250,4350,Eco,Eco,0,2,True
TargetBombed,12250,21200,Half Buy,Full Buy,0,3,True
CTWin,5450,22700,Force Buy,Full Buy,1,3,False
CTWin,27550,26650,Full Buy,Full Buy,2,3,False
CTWin,26200,23500,Full Buy,Full Buy,3,3,False
BombDefused,28650,1500,Full Buy,Eco,4,3,True
CTWin,30850,23100,Full Buy,Full Buy,5,3,False
TargetSaved,30450,9200,Full Buy,Force Buy,6,3,False
TWin,30100,25350,Full Buy,Full Buy,6,4,True
BombDefused,30050,17100,Full Buy,Half Buy,7,4,True
TWin,27150,24850,Full Buy,Full Buy,5,7,True
BombDefused,22300,29650,Full Buy,Full Buy,6,7,True
CTWin,4000,4300,Eco,Eco,7,7,False
CTWin,23400,13950,Full Buy,Half Buy,8,7,False
CTWin,27900,3000,Full Buy,Eco,9,7,False
BombDefused,31100,24800,Full Buy,Full Buy,10,7,True
TargetBombed,30950,12250,Full Buy,Half Buy,10,8,True
TargetBombed,31450,27050,Full Buy,Full Buy,10,9,True
TargetBombed,28500,26950,Full Buy,Full Buy,10,10,True
CTWin,28550,26850,Full Buy,Full Buy,11,10,False
CTWin,27950,27250,Full Buy,Full Buy,12,10,False
CTWin,28550,27150,Full Buy,Full Buy,13,10,False
,0,0,,,0,0,False
TargetBombed,0,200,Eco,Eco,0,1,True
TargetBombed,4300,4300,Eco,Eco,0,2,True
BombDefused,2150,19550,Eco,Half Buy,1,2,True
TargetSaved,22600,20350,Full Buy,Full Buy,2,2,False
BombDefused,25800,25000,Full Buy,Full Buy,3,2,True
BombDefused,28300,13050,Full Buy,Half Buy,4,2,True
CTWin,29950,8450,Full Buy,Force Buy,5,2,False
TargetSaved,30800,27450,Full Buy,Full Buy,6,2,False
CTWin,30950,14300,Full Buy,Half Buy,7,2,False
CTWin,30000,24600,Full Buy,Full Buy,8,2,False
CTWin,30150,14500,Full Buy,Half Buy,9,2,False
CTWin,31650,23700,Full Buy,Full Buy,2,10,False
TWin,18000,34100,Half Buy,Full Buy,2,11,True
TWin,4350,4200,Eco,Eco,2,12,True
TWin,11350,18750,Half Buy,Half Buy,2,13,False
,0,0,,,0,0,False
CTWin,0,200,Eco,Eco,1,0,False
CTWin,4500,4250,Eco,Eco,2,0,False
CTWin,21850,1500,Full Buy,Eco,3,0,False
TWin,25850,22700,Full Buy,Full Buy,3,1,True
TargetBombed,29150,8150,Full Buy,Force Buy,3,2,True
TWin,16850,27650,Half Buy,Full Buy,3,3,True
TWin,12250,27950,Half Buy,Full Buy,3,4,False
TWin,23300,27450,Full Buy,Full Buy,3,5,False
TWin,8200,27350,Force Buy,Full Buy,3,6,True
CTWin,26550,27650,Full Buy,Full Buy,4,6,False
TargetBombed,12150,27350,Half Buy,Full Buy,4,7,True
CTWin,28650,27250,Full Buy,Full Buy,7,5,False
TWin,30200,27900,Full Buy,Full Buy,7,6,False
TargetBombed,3900,5050,Eco,Force Buy,7,7,True
TargetBombed,9900,18900,Force Buy,Half Buy,7,8,True
TargetSaved,6400,20350,Force Buy,Full Buy,8,8,False
TargetBombed,28500,26250,Full Buy,Full Buy,8,9,True
CTWin,28600,26350,Full Buy,Full Buy,9,9,False
CTWin,27250,26750,Full Buy,Full Buy,10,9,False
BombDefused,28200,2000,Full Buy,Eco,11,9,True
CTWin,29450,23350,Full Buy,Full Buy,12,9,False
TargetSaved,30850,6050,Full Buy,Force Buy,13,9,False
,0,0,,,0,0,False
CTWin,0,200,Eco,Eco,1,0,False
TargetBombed,4050,4350,Eco,Eco,1,1,True
TWin,21700,1000,Full Buy,Eco,1,2,True
TWin,14700,24350,Half Buy,Full Buy,1,3,True
TargetBombed,1200,23950,Eco,Full Buy,1,4,True
CTWin,24550,25500,Full Buy,Full Buy,2,4,False
TargetSaved,27100,25400,Full Buy,Full Buy,3,4,True
BombDefused,29600,25400,Full Buy,Full Buy,4,4,True
CTWin,30100,27550,Full Buy,Full Buy,5,4,False
BombDefused,30300,23600,Full Buy,Full Buy,6,4,True
TargetBombed,28700,8250,Full Buy,Force Buy,6,5,True
TWin,30300,25400,Full Buy,Full Buy,6,6,True
TWin,25900,19500,Full Buy,Half Buy,6,7,True
TWin,4300,5050,Eco,Force Buy,6,8,True
CTWin,2100,19350,Eco,Half Buy,7,8,False
TargetBombed,23300,20350,Full Buy,Full Buy,7,9,True
TWin,26250,21200,Full Buy,Full Buy,7,10,True
CTWin,28550,26000,Full Buy,Full Buy,8,10,False
TargetBombed,20450,25100,Full Buy,Full Buy,8,11,True
TargetBombed,24750,12100,Full Buy,Half Buy,8,12,True
CTWin,10850,25300,Half Buy,Full Buy,9,12,False
