round_end_reason,ct_equip_val,t_equip_val,type_buy_ct,type_buy_t,score_ct,score_t,bomb_plant
CTWin,27100,27050,Full Buy,Full Buy,10,12,False
CTWin,28900,9950,Full Buy,Force Buy,11,12,False
CTWin,31150,1000,Full Buy,Eco,12,12,False
TWin,31450,24100,Full Buy,Full Buy,12,13,False
TWin,28850,27450,Full Buy,Full Buy,12,14,False
TWin,29100,27550,Full Buy,Full Buy,15,12,True
TWin,27950,19800,Full Buy,Half Buy,15,13,True
CTWin,30100,27550,Full Buy,Full Buy,16,13,False
,0,0,,,0,0,False
CTWin,0,200,Eco,Eco,1,0,False
CTWin,4300,4250,Eco,Eco,2,0,False
CTWin,22100,9800,Full Buy,Force Buy,3,0,False
TargetBombed,27350,1500,Full Buy,Eco,3,1,True
TargetBombed,28500,26050,Full Buy,Full Buy,3,2,True
TargetBombed,27150,27350,Full Buy,Full Buy,3,3,True
TargetBombed,26350,27350,Full Buy,Full Buy,3,4,True
TWin,15300,27450,Half Buy,Full Buy,3,5,False
TWin,27300,27450,Full Buy,Full Buy,3,6,False
TWin,11500,27450,Half Buy,Full Buy,3,7,True
CTWin,27850,27750,Full Buy,Full Buy,4,7,False
CTWin,21950,27750,Full Buy,Full Buy,7,5,False
CTWin,30700,29650,Full Buy,Full Buy,8,5,False
BombDefused,4500,4250,Eco,Eco,9,5,True
TargetBombed,21350,10300,Full Buy,Half Buy,9,6,True
TWin,27550,17550,Full Buy,Half Buy,9,7,False
TargetBombed,20600,22250,Full Buy,Full Buy,9,8,True
BombDefused,1000,23050,Eco,Full Buy,10,8,True
TargetSaved,26050,27450,Full Buy,Full Buy,11,8,False
BombDefused,28350,24550,Full Buy,Full Buy,12,8,True
BombDefused,26400,16000,Full Buy,Half Buy,13,8,True
,0,0,,,0,0,False
TWin,200,0,Eco,Eco,0,1,True
TargetBombed,4400,4350,Eco,Eco,0,2,True
TWin,10900,20050,Half Buy,Full Buy,0,3,True
TargetBombed,5600,21700,Force Buy,Full Buy,0,4,True
TargetBombed,27150,23700,Full Buy,Full Buy,0,5,True
TargetBombed,11650,23850,Half Buy,Full Buy,0,6,True
TWin,28950,26400,Full Buy,Full Buy,0,7,True
TWin,28800,26300,Full Buy,Full Buy,0,8,False
TargetBombed,25450,25900,Full Buy,Full Buy,0,9,True
TWin,9950,25400,Force Buy,Full Buy,0,10,True
TWin,28200,25600,Full Buy,Full Buy,0,11,True
TWin,12350,26000,Half Buy,Full Buy,12,0,True
TWin,26000,27800,Full Buy,Full Buy,12,1,True
TargetBombed,4650,5050,Eco,Force Buy,12,2,True
TWin,12000,21000,Half Buy,Full Buy,12,3,True
CTWin,5650,24400,Force Buy,Full Buy,13,3,False
,0,0,,,0,0,False
TWin,0,200,Eco,Eco,0,1,True
TargetBombed,4800,4300,Eco,Eco,0,2,True
TargetBombed,13200,19400,Half Buy,Half Buy,0,3,True
TWin,11900,21100,Half Buy,Full Buy,0,4,True
CTWin,27450,24400,Full Buy,Full Buy,1,4,False
TWin,26550,25150,Full Buy,Full Buy,1,5,True
CTWin,28150,6650,Full Buy,Force Buy,2,5,False
BombDefused,20850,26550,Full Buy,Full Buy,3,5,True
CTWin,29050,13000,Full Buy,Half Buy,4,5,False
CTWin,30250,3000,Full Buy,Eco,5,5,False
CTWin,30250,23100,Full Buy,Full Buy,6,5,False
TWin,30750,8850,Full Buy,Force Buy,6,6,False
TWin,24700,32350,Full Buy,Full Buy,6,7,True
TargetBombed,4000,4750,Eco,Eco,6,8,True
TWin,12450,18800,Half Buy,Half Buy,6,9,True
CTWin,2900,19700,Eco,Half Buy,7,9,False
TWin,28600,24700,Full Buy,Full Buy,7,10,True
TargetSaved,29400,20750,Full Buy,Full Buy,8,10,False
TargetBombed,28550,27650,Full Buy,Full Buy,8,11,True
BombDefused,28850,18050,Full Buy,Half Buy,9,11,True
CTWin,28000,28300,Full Buy,Full Buy,10,11,False
BombDefused,27000,6700,Full Buy,Force Buy,11,11,True
CTWin,29000,21500,Full Buy,Full Buy,12,11,False
CTWin,30150,8500,Full Buy,Force Buy,13,11,False
,0,0,,,0,0,False
BombDefused,5700,8800,Force Buy,Force Buy,1,0,True
CTWin,4300,4250,Eco,Eco,2,0,False
BombDefused,22300,14450,Full Buy,Half Buy,3,0,True
BombDefused,25800,3150,Full Buy,Eco,4,0,True
TargetBombed,31050,24900,Full Buy,Full Buy,4,1,True
CTWin,30850,24800,Full Buy,Full Buy,5,1,False
TargetBombed,26300,26750,Full Buy,Full Buy,5,2,True
TWin,26050,19000,Full Buy,Half Buy,5,3,False
TWin,24000,23900,Full Buy,Full Buy,5,4,False
TWin,1300,25300,Eco,Full Buy,5,5,True
TWin,25050,25400,Full Buy,Full Buy,5,6,True
TWin,7650,25300,Force Buy,Full Buy,7,5,True
TWin,26200,27600,Full Buy,Full Buy,7,6,True
TargetBombed,4200,4250,Eco,Eco,7,7,True
TargetBombed,1000,20100,Eco,Full Buy,7,8,True
CTWin,24950,21000,Full Buy,Full Buy,8,8,False
TWin,10400,23750,Half Buy,Full Buy,8,9,False
BombDefused,29750,22650,Full Buy,Full Buy,9,9,True
TargetBombed,18650,25300,Half Buy,Full Buy,9,10,True
TWin,28450,20300,Full Buy,Full Buy,9,11,False
TargetBombed,26600,25400,Full Buy,Full Buy,9,12,True
BombDefused,4000,25800,Eco,Full Buy,10,12,True
TWin,28400,27850,Full Buy,Full Buy,10,13,True
,0,0,,,0,0,False
TWin,0,0,Eco,Eco,0,1,True
TargetBombed,4600,4500,Eco,Eco,0,2,True
TWin,10600,18550,Half Buy,Half Buy,0,3,True
TWin,5300,20550,Force Buy,Full Buy,0,4,True
TargetBombed,26900,25050,Full Buy,Full Buy,0,5,True
TargetBombed,8550,23250,Force Buy,Full Buy,0,6,True
CTWin,28750,21250,Full Buy,Full Buy,1,6,False
BombDefused,28450,27000,Full Buy,Full Buy,2,6,True
TargetBombed,29600,22250,Full Buy,Full Buy,2,7,True
TWin,30050,22350,Full Buy,Full Buy,2,8,True
TargetSaved,27900,27350,Full Buy,Full Buy,3,8,False
CTWin,23850,27650,Full Buy,Full Buy,8,4,False
TWin,24050,26250,Full Buy,Full Buy,8,5,False
TWin,4200,4250,Eco,Eco,8,6,False
BombDefused,1700,19950,Eco,Half Buy,9,6,True
TargetBombed,22500,25850,Full Buy,Full Buy,9,7,True
TargetBombed,27750,22800,Full Buy,Full Buy,9,8,True
CTWin,21850,25550,Full Buy,Full Buy,10,8,False
TargetSaved,10200,27050,Half Buy,Full Buy,11,8,False
CTWin,29100,18850,Full Buy,Half Buy,12,8,False
TWin,30850,22200,Full Buy,Full Buy,12,9,True
TWin,33400,11700,Full Buy,Half Buy,12,10,True
TWin,29750,29150,Full Buy,Full Buy,12,11,True
TWin,11400,28650,Half Buy,Full Buy,12,12,True
CTWin,20300,29150,Full Buy,Full Buy,13,12,False
CTWin,29800,27350,Full Buy,Full Buy,14,12,False
BombDefused,32900,26950,Full Buy,Full Buy,12,15,True
CTWin,19850,33100,Half Buy,Full Buy,13,15,False
CTWin,30450,27150,Full Buy,Full Buy,14,15,False
CTWin,30800,26850,Full Buy,Full Buy,15,15,False
CTWin,31850,21550,Full Buy,Full Buy,16,15,False
TargetSaved,28600,26550,Full Buy,Full Buy,17,15,False
CTWin,30650,27150,Full Buy,Full Buy,15,18,False
BombDefused,22900,33700,Full Buy,Full Buy,16,18,True
TWin,32050,29400,Full Buy,Full Buy,16,19,True
,0,0,,,0,0,False
TWin,400,0,Eco,Eco,0,1,False
CTWin,4000,4200,Eco,Eco,1,1,False
CTWin,10600,20750,Half Buy,Full Buy,2,1,False
CTWin,26200,6800,Full Buy,Force Buy,3,1,False
CTWin,28300,1300,Full Buy,Eco,4,1,False
CTWin,29000,22000,Full Buy,Full Buy,5,1,False
TargetBombed,31150,6900,Full Buy,Force Buy,5,2,True
TargetBombed,31150,26050,Full Buy,Full Buy,5,3,True
CTWin,29300,27450,Full Buy,Full Buy,6,3,False
CTWin,29200,27450,Full Buy,Full Buy,7,3,False
CTWin,30450,24100,Full Buy,Full Buy,8,3,False
TWin,31550,20800,Full Buy,Full Buy,4,8,True
TWin,18550,27600,Half Buy,Full Buy,4,9,True
TWin,4250,4200,Eco,Eco,4,10,True
TWin,10400,21000,Half Buy,Full Buy,4,11,True
CTWin,3700,21550,Eco,Full Buy,5,11,False
CTWin,27250,25200,Full Buy,Full Buy,6,11,False
TargetBombed,25950,3750,Full Buy,Eco,6,12,True
CTWin,28400,21250,Full Buy,Full Buy,7,12,False
CTWin,30050,19950,Full Buy,Half Buy,8,12,False
CTWin,29850,7450,Full Buy,Force Buy,9,12,False
TWin,30950,1800,Full Buy,Eco,9,13,True
,0,0,,,0,0,False
CTWin,5300,1000,Force Buy,Eco,1,0,False
CTWin,4000,4400,Eco,Eco,2,0,False
CTWin,20650,1900,Full Buy,Eco,3,0,False
BombDefused,26150,22000,Full Buy,Full Buy,4,0,True
TWin,26250,8100,Full Buy,Force Buy,4,1,True
TargetBombed,28600,26950,Full Buy,Full Buy,4,2,True
TWin,13900,25550,Half Buy,Full Buy,4,3,True
TargetBombed,5350,25100,Force Buy,Full Buy,4,4,True
TWin,23450,27950,Full Buy,Full Buy,4,5,True
CTWin,12950,27950,Half Buy,Full Buy,5,5,False
TargetSaved,27250,27550,Full Buy,Full Buy,6,5,False
TWin,27950,27150,Full Buy,Full Buy,6,6,True
CTWin,27850,31200,Full Buy,Full Buy,7,6,False
CTWin,4250,4350,Eco,Eco,8,6,False
BombDefused,19650,1000,Half Buy,Eco,9,6,True
TWin,23750,24650,Full Buy,Full Buy,9,7,True
TargetBombed,29850,10550,Full Buy,Half Buy,9,8,True
TargetBombed,3050,28350,Eco,Full Buy,9,9,True
TargetBombed,26050,28050,Full Buy,Full Buy,9,10,True
TargetBombed,5950,27450,Force Buy,Full Buy,9,11,True
BombDefused,25650,28050,Full Buy,Full Buy,10,11,True
TWin,28700,28050,Full Buy,Full Buy,10,12,True
TWin,27250,24900,Full Buy,Full Buy,10,13,True
,0,0,,,0,0,False
BombDefused,200,0,Eco,Eco,1,0,True
CTWin,4700,4400,Eco,Eco,2,0,False
BombDefused,21550,13550,Full Buy,Half Buy,3,0,True
TargetBombed,23350,14300,Full Buy,Half Buy,3,1,True
BombDefused,29100,20200,Full Buy,Full Buy,4,1,True
TWin,15800,25000,Half Buy,Full Buy,4,2,False
TWin,26450,25150,Full Buy,Full Buy,4,3,True
TargetBombed,12850,25100,Half Buy,Full Buy,4,4,True
TargetBombed,1200,25900,Eco,Full Buy,4,5,True
TWin,24850,27550,Full Buy,Full Buy,4,6,True
TargetBombed,25350,27750,Full Buy,Full Buy,4,7,True
CTWin,10000,27850,Half Buy,Full Buy,7,5,False
BombDefused,27650,28750,Full Buy,Full Buy,8,5,True
CTWin,4250,4550,Eco,Eco,9,5,False
CTWin,23500,13900,Full Buy,Half Buy,10,5,False
BombDefused,27800,3500,Full Buy,Eco,11,5,True
TWin,29100,24200,Full Buy,Full Buy,11,6,False
CTWin,28900,21800,Full Buy,Full Buy,12,6,False
TargetBombed,29300,25400,Full Buy,Full Buy,12,7,True
CTWin,30100,21250,Full Buy,Full Buy,13,7,False
,0,0,,,0,0,False
TargetBombed,0,200,Eco,Eco,0,1,True
TargetBombed,4200,4350,Eco,Eco,0,2,True
TWin,12300,19100,Half Buy,Half Buy,0,3,True
TargetBombed,12150,21550,Half Buy,Full Buy,0,4,True
CTWin,27100,22050,Full Buy,Full Buy,1,4,False
TargetSaved,18600,24700,Half Buy,Full Buy,2,4,False
TargetSaved,29850,27250,Full Buy,Full Buy,3,4,False
TWin,29550,8450,Full Buy,Force Buy,3,5,True
TargetBombed,30250,24550,Full Buy,Full Buy,3,6,True
TargetBombed,30050,26650,Full Buy,Full Buy,3,7,True
TWin,27700,28050,Full Buy,Full Buy,3,8,True
TWin,25850,27850,Full Buy,Full Buy,9,3,True
TWin,28950,21650,Full Buy,Full Buy,9,4,True
TWin,5650,4700,Force Buy,Eco,9,5,True
CTWin,2400,18600,Eco,Half Buy,10,5,False
CTWin,23050,22300,Full Buy,Full Buy,11,5,False
CTWin,26550,20500,Full Buy,Full Buy,12,5,False
TargetBombed,28400,10650,Full Buy,Half Buy,12,6,True
TWin,28800,12050,Full Buy,Half Buy,12,7,True
TargetBombed,28800,26200,Full Buy,Full Buy,12,8,True
CTWin,26700,26600,Full Buy,Full Buy,13,8,False
,0,0,,,0,0,False
TWin,1000,5300,Eco,Force Buy,0,1,True
TargetSaved,4500,4250,Eco,Eco,1,1,False
CTWin,10450,19250,Half Buy,Half Buy,2,1,False
CTWin,22300,10300,Full Buy,Half Buy,3,1,False
CTWin,22550,1100,Full Buy,Eco,4,1,False
BombDefused,28050,22400,Full Buy,Full Buy,5,1,True
TargetSaved,30350,6900,Full Buy,Force Buy,6,1,False
BombDefused,30350,27450,Full Buy,Full Buy,7,1,True
TWin,30550,18400,Full Buy,Half Buy,7,2,True
BombDefused,30650,22400,Full Buy,Full Buy,8,2,True
BombDefused,26400,23000,Full Buy,Full Buy,9,2,True
BombDefused,30050,21300,Full Buy,Full Buy,2,10,True
BombDefused,22600,30550,Full Buy,Full Buy,3,10,True
CTWin,5000,4750,Force Buy,Eco,4,10,False
CTWin,23000,3650,Full Buy,Eco,5,10,False
BombDefused,26400,23400,Full Buy,Full Buy,6,10,True
BombDefused,28800,6200,Full Buy,Force Buy,7,10,True
BombDefused,31350,27250,Full Buy,Full Buy,8,10,True
TWin,30850,24600,Full Buy,Full Buy,8,11,True
TWin,30750,22500,Full Buy,Full Buy,8,12,True
TWin,32300,23850,Full Buy,Full Buy,8,13,False
,0,0,,,0,0,False
TWin,4100,0,Eco,Eco,0,1,True
CTWin,4200,4250,Eco,Eco,1,1,False
CTWin,10350,20800,Half Buy,Full Buy,2,1,False
CTWin,26550,7800,Full Buy,Force Buy,3,1,False
CTWin,29200,3200,Full Buy,Eco,4,1,False
TargetBombed,29600,23800,Full Buy,Full Buy,4,2,True
BombDefused,29750,5250,Full Buy,Force Buy,5,2,True
CTWin,27900,27450,Full Buy,Full Buy,6,2,False
CTWin,28750,22250,Full Buy,Full Buy,7,2,False
CTWin,29450,7850,Full Buy,Force Buy,8,2,False
CTWin,29950,24450,Full Buy,Full Buy,9,2,False
TWin,29750,8150,Full Buy,Force Buy,3,9,True
TWin,27200,32250,Full Buy,Full Buy,3,10,True
TWin,4300,4200,Eco,Eco,3,11,True
TWin,11000,18600,Half Buy,Half Buy,3,12,False
TWin,17050,21150,Half Buy,Full Buy,3,13,True
,0,0,,,0,0,False
TWin,600,0,Eco,Eco,0,1,True
TWin,4000,4600,Eco,Eco,0,2,False
CTWin,1800,20100,Eco,Full Buy,1,2,False
TargetBombed,23700,20600,Full Buy,Full Buy,1,3,True
TargetBombed,23250,15750,Full Buy,Half Buy,1,4,True
TWin,9750,26500,Force Buy,Full Buy,1,5,True
TWin,26500,27550,Full Buy,Full Buy,1,6,True
TWin,7250,27550,Force Buy,Full Buy,1,7,False
TWin,27400,28550,Full Buy,Full Buy,1,8,True
CTWin,8050,28650,Force Buy,Full Buy,2,8,False
TargetSaved,29250,28150,Full Buy,Full Buy,3,8,False
CTWin,24150,25200,Full Buy,Full Buy,8,4,False
TWin,25900,25350,Full Buy,Full Buy,8,5,True
TWin,4300,3100,Eco,Eco,8,6,False
CTWin,1000,18800,Eco,Half Buy,9,6,False
CTWin,24550,21100,Full Buy,Full Buy,10,6,False
CTWin,23750,24950,Full Buy,Full Buy,11,6,False
TWin,23950,2500,Full Buy,Eco,11,7,True
TargetSaved,28050,20700,Full Buy,Full Buy,12,7,False
TWin,24350,23750,Full Buy,Full Buy,12,8,True
TargetBombed,30050,17600,Full Buy,Half Buy,12,9,True
TargetBombed,1100,28450,Eco,Full Buy,12,10,True
CTWin,28100,28050,Full Buy,Full Buy,13,10,False
BombDefused,0,0,,,1,0,True
CTWin,4300,5050,Eco,Force Buy,2,0,False
CTWin,21400,15450,Full Buy,Half Buy,3,0,False
BombDefused,25050,3000,Full Buy,Eco,4,0,True
CTWin,28000,25900,Full Buy,Full Buy,5,0,False
CTWin,29650,21900,Full Buy,Full Buy,6,0,False
CTWin,29650,12150,Full Buy,Half Buy,7,0,False
CTWin,30050,23300,Full Buy,Full Buy,8,0,False
CTWin,30550,10100,Full Buy,Half Buy,9,0,False
CTWin,30550,25900,Full Buy,Full Buy,10,0,False
TargetBombed,31350,10850,Full Buy,Half Buy,10,1,True
CTWin,31750,24200,Full Buy,Full Buy,1,11,False
CTWin,28250,32450,Full Buy,Full Buy,2,11,False
CTWin,4750,4550,Eco,Eco,3,11,False
TWin,21600,2000,Full Buy,Eco,3,12,True
TWin,26800,22100,Full Buy,Full Buy,3,13,True
TWin,0,0,,,0,1,True
TargetBombed,4000,4850,Eco,Eco,0,2,True
TWin,9550,19400,Force Buy,Half Buy,0,3,True
TargetSaved,7850,22750,Force Buy,Full Buy,1,3,False
CTWin,28500,23000,Full Buy,Full Buy,2,3,False
BombDefused,29750,11300,Full Buy,Half Buy,3,3,True
TargetBombed,30050,1200,Full Buy,Eco,3,4,True
BombDefused,31150,25150,Full Buy,Full Buy,4,4,True
TargetBombed,31050,27150,Full Buy,Full Buy,4,5,True
TWin,30750,22100,Full Buy,Full Buy,4,6,True
TargetBombed,29750,24000,Full Buy,Full Buy,4,7,True
CTWin,7450,25500,Force Buy,Full Buy,7,5,False
CTWin,28850,21200,Full Buy,Full Buy,8,5,False
TargetBombed,4050,4300,Eco,Eco,8,6,True
TargetBombed,20750,9150,Full Buy,Force Buy,8,7,True
TargetBombed,13900,24550,Half Buy,Full Buy,8,8,True
BombDefused,10800,23950,Half Buy,Full Buy,9,8,True
TWin,21400,26000,Full Buy,Full Buy,9,9,True
TargetBombed,28150,27650,Full Buy,Full Buy,9,10,True
TargetBombed,6450,27650,Force Buy,Full Buy,9,11,True
TargetBombed,23400,28150,Full Buy,Full Buy,9,12,True
CTWin,27050,28150,Full Buy,Full Buy,10,12,False
TWin,25150,28250,Full Buy,Full Buy,10,13,True
TWin,0,0,,,0,1,True
CTWin,4000,4400,Eco,Eco,1,1,False
BombDefused,10550,21200,Half Buy,Full Buy,2,1,True
BombDefused,25100,7300,Full Buy,Force Buy,3,1,True
BombDefused,25900,4200,Full Buy,Eco,4,1,True
CTWin,31450,23900,Full Buy,Full Buy,5,1,False
TargetBombed,31050,13300,Full Buy,Half Buy,5,2,True
BombDefused,30650,23700,Full Buy,Full Buy,6,2,True
CTWin,29950,26750,Full Buy,Full Buy,7,2,False
CTWin,30750,25900,Full Buy,Full Buy,8,2,False
TWin,30450,16700,Full Buy,Half Buy,8,3,True
TWin,30150,7550,Full Buy,Force Buy,4,8,True
TWin,28750,31950,Full Buy,Full Buy,4,9,True
TWin,4500,3950,Eco,Eco,4,10,True
CTWin,1800,17400,Eco,Half Buy,5,10,False
TargetBombed,22850,20550,Full Buy,Full Buy,5,11,True
TWin,24750,22300,Full Buy,Full Buy,5,12,True
TWin,12700,26350,Half Buy,Full Buy,5,13,True
BombDefused,0,0,,,1,0,True
TWin,4300,4300,Eco,Eco,1,1,True
TargetBombed,21900,15600,Full Buy,Half Buy,1,2,True
TWin,10200,19550,Half Buy,Half Buy,1,3,True
CTWin,3250,23200,Eco,Full Buy,2,3,False
BombDefused,23350,24300,Full Buy,Full Buy,3,3,True
TargetBombed,29350,27150,Full Buy,Full Buy,3,4,True
TargetBombed,29650,22050,Full Buy,Full Buy,3,5,True
TargetBombed,6900,24300,Force Buy,Full Buy,3,6,True
TargetBombed,24500,24500,Full Buy,Full Buy,3,7,True
TargetBombed,7300,27750,Force Buy,Full Buy,3,8,True
TWin,28400,27850,Full Buy,Full Buy,9,3,True
CTWin,28050,30450,Full Buy,Full Buy,10,3,False
CTWin,4250,4700,Eco,Eco,11,3,False
TWin,22400,1000,Full Buy,Eco,11,4,False
BombDefused,26450,23300,Full Buy,Full Buy,12,4,True
TWin,20700,25200,Full Buy,Full Buy,12,5,True
TargetBombed,26050,20200,Full Buy,Full Buy,12,6,True
CTWin,1800,22000,Eco,Full Buy,13,6,False
CTWin,0,0,,,1,0,False
BombDefused,4250,4950,Eco,Eco,2,0,True
TWin,19200,9850,Half Buy,Force Buy,2,1,True
BombDefused,27150,18200,Full Buy,Half Buy,3,1,True
CTWin,14600,23250,Half Buy,Full Buy,4,1,False
TargetBombed,27150,4300,Full Buy,Eco,4,2,True
TWin,30750,24300,Full Buy,Full Buy,4,3,False
TWin,30350,23900,Full Buy,Full Buy,4,4,False
CTWin,4050,27550,Eco,Full Buy,5,4,False
TWin,25450,28250,Full Buy,Full Buy,5,5,True
TWin,27950,25400,Full Buy,Full Buy,5,6,False
CTWin,5400,24350,Force Buy,Full Buy,6,6,False
TWin,27650,26600,Full Buy,Full Buy,6,7,True
TargetBombed,4150,4300,Eco,Eco,6,8,True
TWin,10900,21100,Half Buy,Full Buy,6,9,True
TargetBombed,6200,25500,Force Buy,Full Buy,6,10,True
TWin,27850,25200,Full Buy,Full Buy,6,11,True
TargetBombed,14050,26450,Half Buy,Full Buy,6,12,True
BombDefused,27650,27050,Full Buy,Full Buy,7,12,True
BombDefused,27550,27750,Full Buy,Full Buy,8,12,True
BombDefused,30950,26050,Full Buy,Full Buy,9,12,True
TWin,28500,22000,Full Buy,Full Buy,9,13,True
CTWin,0,0,,,1,0,False
TargetBombed,4300,4350,Eco,Eco,1,1,True
CTWin,20750,10600,Full Buy,Half Buy,2,1,False
CTWin,20850,20950,Full Buy,Full Buy,3,1,False
CTWin,26050,13850,Full Buy,Half Buy,4,1,False
TargetSaved,31050,1500,Full Buy,Eco,5,1,False
CTWin,31550,22300,Full Buy,Full Buy,6,1,False
CTWin,31650,12250,Full Buy,Half Buy,7,1,False
BombDefused,31650,23300,Full Buy,Full Buy,8,1,True
TWin,31250,11000,Full Buy,Half Buy,8,2,True
TWin,31350,27350,Full Buy,Full Buy,8,3,True
TargetSaved,30050,26450,Full Buy,Full Buy,3,9,False
TWin,28450,32050,Full Buy,Full Buy,3,10,False
TWin,4900,4350,Eco,Eco,3,11,True
TargetBombed,11200,18950,Half Buy,Half Buy,3,12,True
CTWin,15750,23550,Half Buy,Full Buy,4,12,False
TWin,19850,24550,Half Buy,Full Buy,4,13,True
TWin,0,0,,,0,1,True
TWin,4500,4500,Eco,Eco,0,2,False
TWin,1200,18200,Eco,Half Buy,0,3,True
TargetBombed,23450,22500,Full Buy,Full Buy,0,4,True
TWin,6050,24700,Force Buy,Full Buy,0,5,True
TWin,27750,28150,Full Buy,Full Buy,0,6,True
BombDefused,8250,27850,Force Buy,Full Buy,1,6,True
BombDefused,27750,28850,Full Buy,Full Buy,2,6,True
TWin,25850,27250,Full Buy,Full Buy,2,7,True
TWin,29450,27350,Full Buy,Full Buy,2,8,True
TWin,6850,27550,Force Buy,Full Buy,2,9,True
TWin,27650,27450,Full Buy,Full Buy,10,2,False
CTWin,27750,20550,Full Buy,Full Buy,11,2,False
CTWin,4650,4350,Eco,Eco,12,2,False
TWin,21100,10250,Full Buy,Half Buy,12,3,True
CTWin,28100,13500,Full Buy,Half Buy,13,3,False
TWin,0,0,,,0,1,True
TWin,4250,4450,Eco,Eco,0,2,False
BombDefused,1300,18900,Eco,Half Buy,1,2,True
BombDefused,25250,23900,Full Buy,Full Buy,2,2,True
BombDefused,27750,15650,Full Buy,Half Buy,3,2,True
TWin,28400,18450,Full Buy,Half Buy,3,3,False
TWin,27600,17600,Full Buy,Half Buy,3,4,False
TWin,9950,26050,Force Buy,Full Buy,3,5,False
TargetBombed,1200,26950,Eco,Full Buy,3,6,True
TWin,24850,27750,Full Buy,Full Buy,3,7,False
TWin,11500,27450,Half Buy,Full Buy,3,8,True
CTWin,27100,27750,Full Buy,Full Buy,8,4,False
BombDefused,27850,18750,Full Buy,Half Buy,9,4,True
BombDefused,4000,4350,Eco,Eco,10,4,True
CTWin,22850,13750,Full Buy,Half Buy,11,4,False
TWin,25550,17950,Full Buy,Half Buy,11,5,True
CTWin,28100,6900,Full Buy,Force Buy,12,5,False
TWin,18300,24900,Half Buy,Full Buy,12,6,True
CTWin,30150,16450,Full Buy,Half Buy,13,6,False
TWin,0,0,,,0,1,True
TWin,4200,4500,Eco,Eco,0,2,True
TWin,11400,19100,Half Buy,Half Buy,0,3,True
TargetBombed,2000,21600,Eco,Full Buy,0,4,True
CTWin,27750,27850,Full Buy,Full Buy,1,4,False
TWin,15950,28050,Half Buy,Full Buy,1,5,False
CTWin,28200,27150,Full Buy,Full Buy,2,5,False
TargetSaved,26350,25300,Full Buy,Full Buy,3,5,False
TargetSaved,29850,18750,Full Buy,Half Buy,4,5,False
CTWin,30000,17150,Full Buy,Half Buy,5,5,False
TargetSaved,30150,6600,Full Buy,Force Buy,6,5,False
TWin,29750,22500,Full Buy,Full Buy,6,6,True
CTWin,18050,31350,Half Buy,Full Buy,7,6,False
TargetBombed,4000,4200,Eco,Eco,7,7,True
CTWin,19900,8900,Half Buy,Force Buy,8,7,False
TargetBombed,10650,24800,Half Buy,Full Buy,8,8,True
CTWin,27600,17050,Full Buy,Half Buy,9,8,False
CTWin,15350,20500,Half Buy,Full Buy,10,8,False
BombDefused,24800,8250,Full Buy,Force Buy,11,8,True
TargetBombed,25700,1500,Full Buy,Eco,11,9,True
TargetSaved,30150,26600,Full Buy,Full Buy,12,9,False
CTWin,27950,27750,Full Buy,Full Buy,13,9,False
CTWin,0,0,,,1,0,False
CTWin,4000,4650,Eco,Eco,2,0,False
CTWin,20550,10950,Full Buy,Half Buy,3,0,False
TargetBombed,23000,2650,Full Buy,Eco,3,1,True
CTWin,29750,24800,Full Buy,Full Buy,4,1,False
TargetBombed,29750,25300,Full Buy,Full Buy,4,2,True
BombDefused,30150,25600,Full Buy,Full Buy,5,2,True
CTWin,30550,20550,Full Buy,Full Buy,6,2,False
CTWin,30550,3150,Full Buy,Eco,7,2,False
TWin,32150,24200,Full Buy,Full Buy,7,3,True
CTWin,30550,6900,Full Buy,Force Buy,8,3,False
TargetBombed,29200,26000,Full Buy,Full Buy,4,8,True
CTWin,19650,30950,Half Buy,Full Buy,5,8,False
TargetSaved,4250,4700,Eco,Eco,6,8,False
CTWin,24500,9350,Full Buy,Force Buy,7,8,False
TWin,28900,6250,Full Buy,Force Buy,7,9,False
TargetBombed,29900,22600,Full Buy,Full Buy,7,10,True
BombDefused,20500,21850,Full Buy,Full Buy,8,10,True
CTWin,22650,23700,Full Buy,Full Buy,9,10,False
TWin,27850,10750,Full Buy,Half Buy,9,11,True
TWin,25350,3350,Full Buy,Eco,9,12,False
TWin,10350,25600,Half Buy,Full Buy,9,13,True
BombDefused,0,0,,,1,0,True
CTWin,4350,4200,Eco,Eco,2,0,False
CTWin,24100,13600,Full Buy,Half Buy,3,0,False
BombDefused,23750,6000,Full Buy,Force Buy,4,0,True
CTWin,29150,24050,Full Buy,Full Buy,5,0,False
CTWin,29850,10150,Full Buy,Half Buy,6,0,False
BombDefused,29600,26750,Full Buy,Full Buy,7,0,True
TargetSaved,30350,8650,Full Buy,Force Buy,8,0,False
TargetBombed,30750,27250,Full Buy,Full Buy,8,1,True
CTWin,30750,25050,Full Buy,Full Buy,9,1,False
BombDefused,30750,27250,Full Buy,Full Buy,10,1,True
